"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"gene-LOC132458246|LOC132458246"	124.227642890581	-0.290139815993958	0.0398047335647572	-7.289078207795	3.12082861624528e-13	5.66459835627917e-11
"gene-abcg5|abcg5"	917.333931665974	0.100129914769844	0.0271390130376402	3.68951938786315	0.000224678106184654	0.00216207893678164
"gene-stat2|stat2"	1039.8185242103	-0.0516401679768779	0.0177644223811633	-2.90694326383701	0.00364979389006419	0.0190613557124959
"gene-sars2|sars2"	56.8524111837528	0.0930286584833835	0.031734139386771	2.93150090977934	0.00337328378196845	0.017982445993526
"gene-ndufa11|ndufa11"	6609.11046177905	-0.216502461768408	0.0567619080915761	-3.81422099868659	0.000136613176632288	0.00146186736285051
"gene-mxra8b|mxra8b"	493.043513741551	-0.0974046123588213	0.0300386139959201	-3.24264669375395	0.00118424965887962	0.00799472401292771
"gene-emp2|emp2"	704.946948656843	-0.141090800597348	0.0300337753742981	-4.69773775820702	2.63058881274392e-06	5.87834248051021e-05
"gene-LOC132454608|LOC132454608"	25.3886485090009	0.116839738859441	0.0437805378904125	2.66875978435678	0.00761318778242658	0.0332526067954341
"gene-amigo3|amigo3"	59.7995399791093	-0.22312480167817	0.0493214275474195	-4.52389180065093	6.07127703998679e-06	0.000116694675573772
"gene-gk|gk"	169.695380999535	0.0676407129062702	0.023618927465729	2.8638350748321	0.00418545872932717	0.0211471181597308
"gene-LOC132468789|LOC132468789"	93.4977795910014	-0.131013895422488	0.0396292473163593	-3.30599000219731	0.000946414645392208	0.00673908874069063
"gene-tagln|tagln"	383.256361721992	-0.177986477289707	0.0336441332737814	-5.29026787051787	1.22137345861202e-07	4.39978490694083e-06
"gene-znf512b|znf512b"	601.52262238418	-0.0548182074555993	0.0158553192228367	-3.45740168868021	0.000545411205394726	0.00436692117844134
"gene-tbc1d24|tbc1d24"	248.677611552674	0.126276300480961	0.0249138569353698	5.06851672178019	4.00927765537135e-07	1.21619422834515e-05
"gene-si:ch211-176l24.4|si:ch211-176l24.4"	29.5421094531331	-0.30925025090277	0.0838882509634361	-3.68645486526547	0.000227399750246827	0.00218213027169524
"gene-LOC132463499|LOC132463499"	343.385787860234	0.0805946581406023	0.0310497578087453	2.59566141021243	0.00944090480493834	0.039012673635527
"gene-cks1b|cks1b"	169.816210250049	-0.16090596079044	0.0442980911212988	-3.63234524823747	0.000280857009184026	0.00257467555475363
"gene-LOC132473238|LOC132473238"	234.050794939609	-0.078954959852636	0.0265766505233219	-2.97083937584047	0.00296987066087485	0.0163277873339663
"gene-elmo1|elmo1"	80.9299478867379	-0.0903116929064789	0.0332453415185918	-2.71652173751844	0.0065971862809889	0.0298518024567795
"gene-sh2d3ca|sh2d3ca"	243.463145206223	-0.116568796282156	0.0234742560653714	-4.96581429279521	6.84133980380688e-07	1.86970707138131e-05
"gene-LOC132474369|LOC132474369"	199.91684456686	-0.0704638316644375	0.0213251509734027	-3.304259451777	0.000952276581566182	0.0067583184910857
"gene-sh3bgr|sh3bgr"	23.676927122553	-0.236443058345419	0.057810940096405	-4.08993622921767	4.31491808898917e-05	0.000571756363857794
"gene-pheta2|pheta2"	34.3591405898147	-0.172873544500694	0.0465101311351091	-3.71690081884541	0.000201681570189192	0.00198280705694433
"gene-tmprss2|tmprss2"	2802.69540720826	-0.176851391892379	0.0449863856972637	-3.93122028256509	8.45157887747461e-05	0.000999436862953974
"gene-sdk2b|sdk2b"	83.6079475879138	-0.179960369658457	0.0509885604954402	-3.52942636367525	0.000416461583625083	0.00353918766296228
"gene-dynll2a|dynll2a"	590.387197385888	-0.185140124382838	0.0502162510245562	-3.68685675663646	0.000227041070361072	0.00217977554578195
"gene-LOC132449233|LOC132449233"	12.8312975632013	-0.154520131932253	0.0489066749971007	-3.15948961857278	0.001580457309159	0.0100224122044229
"gene-LOC132447385|LOC132447385"	707.950539311724	0.0849969982579553	0.0198832158318284	4.27481142773168	1.91299136807768e-05	0.000299478876499712
"gene-sptlc2b|sptlc2b"	895.492014322598	0.0840496067214727	0.0191274514500735	4.39418742956211	1.11187856121136e-05	0.000191930337046899
"gene-LOC132463939|LOC132463939"	146.462033287496	0.0654787145462226	0.0243805504652426	2.68569467451403	0.00723791964449689	0.0319618026073262
"gene-LOC132448746|LOC132448746"	25.9064815314546	0.210983724261324	0.0667869725239381	3.15905507149171	0.00158281577688305	0.0100274532588837
"gene-LOC132460909|LOC132460909"	164.661011033594	-0.119657933419816	0.0212434759765388	-5.63269088128355	1.77419300781576e-08	8.42851196799389e-07
"gene-fbxo10|fbxo10"	79.230769129684	0.0778773087328962	0.0275441995659691	2.82735784521085	0.0046933848320539	0.0230948143654008
"gene-LOC132461241|LOC132461241"	36.0158128892622	0.106262991026373	0.0403043482991194	2.63651430951669	0.00837626672411113	0.0357021204634245
"gene-LOC132459212|LOC132459212"	7.19900674204431	-0.195653063019996	0.0506701932880239	-3.86130484854968	0.00011278307676662	0.00126086368215559
"gene-ptprub|ptprub"	119.651381504389	-0.139976246937812	0.0328532220711524	-4.260655062528	2.03828608237257e-05	0.00031348220803236
"gene-pllp|pllp"	414.986291045537	-0.169787866792052	0.0418812620728967	-4.05402937706429	5.03428901418657e-05	0.000653133652278824
"gene-cdca5|cdca5"	40.2622418172647	-0.30786675832649	0.0440368302046414	-6.99111986252909	2.72700646907763e-12	4.06725616008167e-10
"gene-cul5b|cul5b"	285.631286774551	0.0962736850064589	0.0225826272226333	4.26317469873342	2.01542824716884e-05	0.00031121058969124
"gene-pltp|pltp"	17412.3455480667	0.112989759842775	0.0388257844880432	2.91017326069926	0.00361228444564719	0.0189168080387186
"gene-lgmn|lgmn"	43732.5818895556	-0.0617159884956203	0.0207994934877618	-2.96718708712466	0.00300538024026603	0.016459867868693
"gene-ncapg|ncapg"	63.0537360193769	-0.218560661341441	0.045881427331379	-4.7635976920004	1.90171475786381e-06	4.49496215495083e-05
"gene-phex|phex"	30.4131709083424	-0.141251311343466	0.0539905937661907	-2.61622074310135	0.00889090580670383	0.0372763189629509
"gene-abcd4|abcd4"	623.57767090131	0.0566546118309882	0.0190452911952164	2.97473066965854	0.00293245889768365	0.0161756046993788
"gene-rab9a|rab9a"	660.485551313771	0.0515797342635506	0.0204639387355831	2.52051840703875	0.0117182109209541	0.0460025256313316
"gene-wdhd1|wdhd1"	84.3840201531788	-0.140317090018794	0.0305244000817049	-4.59688280992276	4.28858667462233e-06	8.75927894052375e-05
"gene-LOC132450956|LOC132450956"	1535.30694657627	-0.113981219064881	0.0405017014568403	-2.81423285849714	0.0048893796946471	0.0238035590397293
"gene-neil1|neil1"	386.277722531858	0.0760853470770733	0.0171545553881997	4.43528528459625	9.19504388171467e-06	0.000165648543337257
"gene-LOC132457577|LOC132457577"	96.0045546708481	-0.133417539057315	0.0442328473618312	-3.01625481999701	0.00255918090894267	0.0145332469563332
"gene-agmat|agmat"	4057.74770027819	-0.0654833807720566	0.0210800863946054	-3.10640950640574	0.00189374261254654	0.0114984834968787
"gene-rpl7l1|rpl7l1"	2938.80078627026	-0.187613464527986	0.0331397251848769	-5.66128606925208	1.50242724375569e-08	7.26298999242702e-07
"gene-herc2|herc2"	919.153493628828	0.0893536311237787	0.0232010247281124	3.85127950902574	0.000117502295062857	0.00130152225504281
"gene-LOC132472527|LOC132472527"	13.1297298594152	-0.328705300753982	0.113547400207255	-2.89487297951345	0.00379311986280684	0.0196076373348747
"gene-btk|btk"	260.299703500221	-0.11902855788686	0.0265596138594004	-4.4815620632501	7.40986772167737e-06	0.000138413451422401
"gene-LOC132457710|LOC132457710"	100.089663695471	0.10393519825945	0.0371507558088211	2.79766039739012	0.00514742023056255	0.0247405359070756
"gene-kctd5b|kctd5b"	611.333894680217	-0.129359759684958	0.0170794315907729	-7.57400847899665	3.61880780750999e-14	8.19127790782261e-12
"gene-akt2|akt2"	3432.9556167829	-0.123060805802715	0.030237280565593	-4.0698370852419	4.70460245772427e-05	0.000615758852289897
"gene-LOC132448654|LOC132448654"	834.664620867579	0.0588577343033135	0.0211245398189507	2.78622563178926	0.00533257394625457	0.0254398023124071
"gene-tmem127|tmem127"	1531.56571661399	0.031580512084126	0.0109775561887091	2.87682536452037	0.00401697837209065	0.0205385766354037
"gene-LOC132460145|LOC132460145"	198.834304966026	0.566179526221478	0.0563226086525531	10.0524379066702	8.96223347503611e-24	1.91592635621883e-20
"gene-scyl1|scyl1"	357.259997445768	0.0377179129657375	0.0137832960461753	2.73649443786008	0.00620976447320458	0.0286169744825045
"gene-serpini1|serpini1"	545.329245641885	0.262080204654885	0.0332985307906393	7.87062367113685	3.52877638538159e-15	1.09505899443132e-12
"gene-gab1|gab1"	1058.88274323282	0.0696581851479662	0.0162479470476775	4.28719917313634	1.80940047544577e-05	0.000285131968469882
"gene-LOC132458001|LOC132458001"	348.459650486848	0.0622477218393563	0.0219517512291045	2.83566086321285	0.00457309783424633	0.0226593876721348
"gene-spsb3a|spsb3a"	326.756405438684	0.0591761045863305	0.0184129477293886	3.21383112883552	0.00130976679679592	0.00864713607416187
"gene-LOC132465322|LOC132465322"	10.9839723967887	-0.226984636211014	0.067134131506015	-3.38106163167802	0.000722063451634553	0.0054587429506675
"gene-chmp2a|chmp2a"	5052.64485522319	-0.0753697048867989	0.0266768954356904	-2.82528021555175	0.0047239283721372	0.0231976472383664
"gene-tmem170a|tmem170a"	571.147157637798	0.077293550436638	0.0156849164147603	4.92789048999337	8.31221812800848e-07	2.19680050525938e-05
"gene-pfdn1|pfdn1"	453.713255663092	-0.0795123562449356	0.0197616337592849	-4.02357199882713	5.73220492604126e-05	0.000725099426541972
"gene-atad3|atad3"	122.827133687029	0.0814849825560989	0.0280858580661411	2.90128157609445	0.00371639767565732	0.0193096114716843
"gene-LOC132461405|LOC132461405"	58.9963136434821	0.328228079866909	0.0684377303867817	4.79601059257664	1.61856725043859e-06	3.92206976050863e-05
"gene-LOC132450317|LOC132450317"	91.0889680527115	-0.132942011397768	0.0324889386828725	-4.09191610398319	4.27823441428646e-05	0.000568854389294205
"gene-slc23a2|slc23a2"	542.992860252246	-0.091504291449992	0.0299788940366067	-3.05229043267099	0.00227102248665479	0.0132648672262411
"gene-aspm|aspm"	68.0575497782116	-0.340469808199356	0.0459705165943984	-7.40626456742587	1.29906547897691e-13	2.5767030737645e-11
"gene-LOC132448978|LOC132448978"	77.6397701703969	-0.191096000132209	0.033955045448049	-5.62791177601528	1.82404335337021e-08	8.57065976838005e-07
"gene-melk|melk"	37.0968194849496	-0.300088334434586	0.0706756542626039	-4.24599301648587	2.17627408637314e-05	0.00033205006678683
"gene-zgc:153031|zgc:153031"	616.481803880916	0.0829583306954104	0.0223578249003551	3.7104830664495	0.000206864134208237	0.00202444859723626
"gene-abcd3a|abcd3a"	3244.21106415857	0.0442750945140034	0.0160332241970256	2.76145920308512	0.00575437053356438	0.0269705454484235
"gene-LOC132453946|LOC132453946"	269.108343698865	-0.0447110582482772	0.0173535671480519	-2.57647651729613	0.009981298505445	0.0405909618673535
"gene-slc1a8a|slc1a8a"	23.0787615226184	0.12770697900217	0.0494832018788285	2.58081478467968	0.00985674483537838	0.0402384406180098
"gene-kin|kin"	989.660782925249	-0.0971577534694846	0.0343863513400933	-2.82547434325205	0.00472106687070228	0.0231895140649252
"gene-LOC132471814|LOC132471814"	444.141001826997	-0.0923806053157554	0.0293615145838938	-3.14631607479917	0.00165341217353014	0.010362101048443
"gene-eprs1|eprs1"	896.286352339285	0.116110487941798	0.0167344572072372	6.93840777169535	3.96543737590431e-12	5.44964393659993e-10
"gene-LOC132451194|LOC132451194"	13.0816861784025	-0.381384946528996	0.123807431760905	-3.08046892746731	0.00206674918369217	0.0123032965019299
"gene-acad9|acad9"	1166.93629802455	-0.140704371802089	0.0175154356676825	-8.03316425989341	9.49903552248004e-16	3.51464314331762e-13
"gene-LOC132465579|LOC132465579"	2868.09900442756	0.0609519911145148	0.0218627602142775	2.78793667940931	0.00530449107310112	0.0253246670586763
"gene-LOC132449511|LOC132449511"	1602.79243440054	0.082038993885675	0.0233975910143933	3.50630087666751	0.000454381273530109	0.00378126976761215
"gene-lmo4b|lmo4b"	47.3212081339356	-0.150748185597218	0.0406929422809464	-3.70452902020315	0.000211783862245944	0.00206628879797767
"gene-LOC132448362|LOC132448362"	43.9687466890617	-0.181085326927451	0.0393652144241529	-4.60013566740142	4.22215869732465e-06	8.66582789833392e-05
"gene-ca5a|ca5a"	4283.62203629966	-0.10706419638507	0.0320732716944824	-3.33811272529109	0.000843495221192613	0.00616129387082227
"gene-LOC132472014|LOC132472014"	1715.84130375299	-0.0917187328254777	0.0199948717043851	-4.58711284480825	4.49417792231367e-06	9.14037877646037e-05
"gene-tmem67|tmem67"	43.0084172111191	-0.150804524106871	0.0374217937238206	-4.02985824837351	5.58104982689353e-05	0.000709088217082979
"gene-glt1d1|glt1d1"	510.251411267551	0.0465777811665455	0.01728239183383	2.69510040128649	0.00703674242670891	0.0313033350959259
"gene-LOC132465985|LOC132465985"	119.385659445164	-0.212596623007758	0.0557820613719764	-3.8112005504795	0.000138293510627049	0.00147410922130993
"gene-angptl2b|angptl2b"	73.3281476179218	-0.193005255446907	0.0574851745775893	-3.35747880849528	0.00078656772665991	0.00582689723091722
"gene-alg9|alg9"	362.122253869124	0.143873860512605	0.0415981885357277	3.45865686889311	0.000542876035745926	0.00435205621989651
